iter	Logloss
0	0.6331834281
1	0.5844879553
2	0.5355971109
3	0.4901323425
4	0.4522826874
5	0.4112643248
6	0.3698157423
7	0.3387065559
8	0.3098107328
9	0.2802693134
10	0.2553163748
11	0.2353004314
12	0.2160204311
13	0.1982018709
14	0.1775765231
15	0.1634359327
16	0.1494376541
17	0.1368064293
18	0.1251023171
19	0.1160479731
20	0.1069196028
21	0.09861774434
22	0.09112933258
23	0.08377752115
24	0.07688335486
25	0.07024705277
26	0.06500566613
27	0.05945169083
28	0.05521927786
29	0.05110336801
30	0.04745613401
31	0.04403509622
32	0.04042415409
33	0.03728121087
34	0.0345416396
35	0.03228813736
36	0.02983944475
37	0.0281151948
38	0.02614230621
39	0.02457014286
40	0.02281532541
41	0.02141388104
42	0.01997075892
43	0.01869445137
44	0.01751777905
45	0.0165034491
46	0.01536322493
47	0.01448673358
48	0.01359731943
49	0.01283223477
50	0.01209936186
51	0.01157601518
52	0.01092813185
53	0.01029315097
54	0.009774055478
55	0.009268157442
56	0.008823939109
57	0.008327783575
58	0.007825655846
59	0.007423358015
60	0.007091449416
61	0.006720522257
62	0.006337697408
63	0.00600662758
64	0.00576188825
65	0.005524145766
66	0.005309139332
67	0.00508234988
68	0.004889113106
69	0.004684170071
70	0.004510643022
71	0.004344508622
72	0.004205067384
73	0.004045313468
74	0.003927066218
75	0.003796252665
76	0.003659096546
77	0.003505306964
78	0.003388666741
79	0.003262851828
80	0.003130149655
81	0.003039121069
82	0.002980080442
83	0.002910923242
84	0.002814258848
85	0.002728485526
86	0.002647186264
87	0.002583626032
88	0.002523206797
89	0.002446708273
90	0.002396768817
91	0.002364476376
92	0.002299795548
93	0.002248000763
94	0.002198679057
95	0.002138844048
96	0.002083100475
97	0.002043945511
98	0.0020200491
99	0.001984422846
100	0.001953602415
101	0.001892350421
102	0.001868355405
103	0.001834016091
104	0.001814114938
105	0.001773229721
106	0.001740951382
107	0.001718748118
108	0.001684505789
109	0.001643746226
110	0.001603812371
111	0.001587684877
112	0.001562699428
113	0.001532026961
114	0.001511903168
115	0.001494183443
116	0.001456897912
117	0.001432025054
118	0.001409546554
119	0.001373265097
120	0.001347762121
121	0.001330122504
122	0.00131344003
123	0.0012894664
124	0.001266973913
125	0.001243296095
126	0.00121817193
127	0.001197146829
128	0.001177522646
129	0.001169156671
130	0.001157128588
131	0.001135849174
132	0.001119037115
133	0.001105485813
134	0.001096586821
135	0.001082395227
136	0.001063332267
137	0.001044020311
138	0.001025273046
139	0.00100760638
140	0.001004683398
141	0.0009911809927
142	0.0009766653812
143	0.0009706103028
144	0.000961902508
145	0.000952515235
146	0.0009357888338
147	0.0009225127672
148	0.0009144654928
149	0.000901712791
150	0.0008960348473
151	0.0008825470651
152	0.0008748031746
153	0.0008615793001
154	0.0008486875352
155	0.0008322455023
156	0.0008210684433
157	0.0008210706396
158	0.0008110382205
159	0.0007981802678
160	0.0007819004172
161	0.0007711141911
162	0.000771127716
163	0.0007582296511
164	0.0007582380897
165	0.0007478136817
166	0.0007478045496
167	0.0007478013129
168	0.0007477900422
169	0.0007360633779
170	0.000720844822
171	0.0007208384642
172	0.0007116234882
173	0.0007116234882
174	0.0007022536125
175	0.0006910042476
176	0.000684666246
177	0.0006766209945
178	0.0006766246936
179	0.0006687444566
180	0.0006687437052
181	0.000658799949
182	0.0006521607597
183	0.0006521607597
184	0.0006448420922
185	0.0006448160829
186	0.0006377476826
187	0.0006377288403
188	0.0006377164715
189	0.0006377164715
190	0.0006377089577
191	0.0006279973199
192	0.0006201426298
193	0.0006201540739
194	0.0006201496234
195	0.0006201473693
196	0.0006201239031
197	0.0006136332558
198	0.0006136382265
199	0.0006136383999
200	0.0006059775079
201	0.0005959489035
202	0.0005959372283
203	0.000595948499
204	0.0005959285585
205	0.0005959285585
206	0.0005959304658
207	0.0005959274603
208	0.0005959241658
209	0.0005959245126
210	0.0005959185016
211	0.0005958964226
212	0.000595910641
213	0.0005959001217
214	0.0005958623215
215	0.0005958623215
216	0.0005958615123
217	0.0005958531316
218	0.0005958511664
219	0.000595857582
220	0.0005882963346
221	0.0005882884162
222	0.0005882896877
223	0.000580561056
224	0.000580561056
225	0.0005805623276
226	0.0005805697836
227	0.0005725263817
228	0.0005649730526
229	0.0005649673305
230	0.000558463274
231	0.000558463274
232	0.0005584599217
233	0.0005584313693
234	0.0005584313693
235	0.0005584273234
236	0.0005507612873
237	0.0005507522708
238	0.0005507301918
239	0.000543310955
240	0.0005432906678
241	0.0005432891072
242	0.0005432870265
243	0.00054326252
244	0.000543267953
245	0.0005432451226
246	0.0005432618264
247	0.0005432506135
248	0.0005352196382
249	0.0005352227593
250	0.0005352229905
251	0.0005352231061
252	0.0005352164593
253	0.0005352047262
254	0.0005351938601
255	0.0005351903922
256	0.0005351798729
257	0.0005351783124
258	0.0005351783124
259	0.0005351631692
260	0.0005351616664
261	0.0005351483728
262	0.0005351559444
263	0.0005276778688
264	0.0005276696614
265	0.0005276705862
266	0.000527654865
267	0.0005205632875
268	0.0005205632875
269	0.0005205391278
270	0.0005205383764
271	0.0005205373361
272	0.0005205499361
273	0.0005205451966
274	0.0005205451966
275	0.0005205451966
276	0.0005205167598
277	0.0005205403416
278	0.0005205264121
279	0.0005205264121
280	0.0005141791627
281	0.0005141808967
282	0.0005141808967
283	0.000514175926
284	0.000514169337
285	0.000514168759
286	0.0005141703774
287	0.0005141602627
288	0.000514156159
289	0.0005141661003
290	0.0005141563324
291	0.0005141517663
292	0.0005141597425
293	0.0005141494544
294	0.0005141270286
295	0.0005141515351
296	0.0005141558122
297	0.0005141452351
298	0.0005141348891
299	0.0005141391084
300	0.0005141325194
301	0.0005141313056
302	0.0005141294561
303	0.0005141351203
304	0.000514119746
305	0.0005141048918
